Age,Gender,Education,Department,JobRole,Shift,YearsAtCompany,YearsInCurrentRole,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,RelationshipSatisfaction,MonthlyIncome,HourlyRate,OverTime,DistanceFromHome,PerformanceRating,TrainingTimesLastYear,Attrition
46,Male,3,Technical,Radiology Tech,Day,2.4,1.8,2,3,3,2,5349.8,33.44,No,4.9,3,2,Yes
24,Female,3,Technical,Radiology Tech,Day,5.0,1.6,4,1,4,4,7748.3,48.43,No,14.3,1,2,Yes
59,Male,2,Support,Security,Day,7.5,4.2,2,2,1,1,2982.03,18.64,No,1.0,3,0,No
38,Male,1,Admin,Admin Staff,Day,7.2,4.7,3,4,3,4,3677.58,22.98,Yes,1.0,3,2,Yes
33,Male,5,Admin,HR Specialist,Rotating,2.4,1.9,2,4,4,4,5494.39,34.34,No,19.6,3,3,No
45,Male,2,Admin,Office Manager,Day,4.2,2.1,3,1,1,3,5004.88,31.28,No,1.0,3,2,Yes
50,Male,3,Nursing,Nurse Practitioner,Rotating,3.0,2.9,1,3,2,3,7725.62,48.29,No,11.3,3,2,Yes
64,Female,2,Technical,Radiology Tech,Rotating,10.2,8.0,2,3,1,4,6947.66,43.42,No,3.8,4,4,Yes
46,Female,4,Nursing,Nurse Practitioner,Rotating,10.5,5.9,4,2,3,3,9295.61,58.1,Yes,17.5,3,1,No
57,Male,1,Admin,HR Specialist,Night,2.1,0.8,4,4,3,1,5368.44,33.55,Yes,18.8,3,1,Yes
47,Female,4,Admin,Admin Staff,Day,0.5,0.2,3,3,3,4,4380.03,27.38,Yes,30.6,3,0,No
59,Male,2,Technical,Pharmacy Tech,Day,0.9,0.6,3,3,3,1,4823.79,30.15,No,1.0,2,0,No
22,Male,4,Support,Janitor,Day,2.3,1.5,2,2,3,2,3321.56,20.76,Yes,5.5,4,1,No
41,Female,4,Doctors,Surgeon,Rotating,4.2,3.5,3,2,1,4,17036.22,106.48,No,8.5,3,2,Yes
49,Female,2,Admin,Office Manager,Day,5.3,4.3,2,3,4,2,5723.66,35.77,Yes,24.8,3,2,No
37,Male,3,Technical,Medical Tech,Night,2.0,0.9,1,2,2,3,5633.63,35.21,No,3.1,4,3,Yes
38,Male,2,Doctors,Resident,Rotating,5.5,3.9,2,1,1,3,6271.43,39.2,No,1.0,3,0,Yes
61,Female,2,Nursing,Clinical Nurse,Rotating,13.9,4.4,1,1,4,4,6219.81,38.87,No,2.3,4,4,No
49,Female,4,Nursing,Clinical Nurse,Rotating,5.3,3.1,2,2,4,2,6912.59,43.2,Yes,6.8,2,1,No
33,Female,3,Nursing,Nurse,Night,0.9,0.7,2,2,3,3,4894.83,30.59,Yes,11.4,3,1,Yes
48,Male,3,Admin,Office Manager,Night,4.3,2.5,3,2,1,2,5781.44,36.13,No,11.7,3,3,No
63,Male,2,Technical,Radiology Tech,Night,3.9,3.5,2,2,4,2,7046.19,44.04,Yes,1.0,4,1,No
51,Male,3,Nursing,Nurse,Day,10.2,10.1,3,2,3,2,4527.94,28.3,No,14.3,4,1,No
62,Male,4,Admin,Admin Staff,Rotating,2.2,1.6,3,3,3,2,3949.7,24.69,No,10.8,4,3,Yes
55,Female,3,Support,Maintenance,Night,2.7,1.1,4,2,4,4,2689.68,16.81,No,5.2,3,0,No
58,Female,5,Technical,Pharmacy Tech,Day,4.6,2.6,1,4,1,3,4362.9,27.27,No,8.5,4,3,No
27,Male,5,Doctors,Surgeon,Rotating,3.7,1.1,3,3,3,3,16074.03,100.46,No,14.6,3,5,No
28,Female,2,Nursing,Nurse,Night,6.3,4.6,3,3,3,3,6343.34,39.65,No,3.0,3,4,Yes
53,Female,2,Nursing,Head Nurse,Rotating,0.2,0.2,4,4,2,4,5378.75,33.62,No,28.1,1,5,No
53,Male,4,Nursing,Nurse Practitioner,Rotating,4.1,3.1,2,1,1,3,8594.51,53.72,No,1.5,4,5,Yes
46,Female,3,Nursing,Nurse,Rotating,0.6,0.6,2,2,1,3,4159.47,26.0,No,23.3,3,0,Yes
54,Female,1,Nursing,Head Nurse,Day,1.9,1.6,1,2,3,2,6690.76,41.82,Yes,13.5,4,2,No
28,Female,2,Doctors,Resident,Day,5.4,4.9,2,2,2,3,6961.58,43.51,Yes,10.8,4,3,No
33,Male,3,Nursing,Nurse,Rotating,0.9,0.4,3,1,1,2,4691.64,29.32,Yes,1.0,3,5,Yes
37,Female,4,Nursing,Nurse,Rotating,1.8,1.7,4,4,2,3,5478.35,34.24,Yes,25.1,3,1,Yes
37,Female,2,Nursing,Nurse,Night,6.1,4.6,2,1,1,2,6337.88,39.61,No,3.5,4,2,Yes
64,Male,2,Doctors,Doctor,Day,5.3,2.6,1,4,1,3,12601.23,78.76,Yes,13.7,2,2,Yes
57,Male,5,Doctors,Resident,Day,0.5,0.5,2,3,1,2,4920.14,30.75,Yes,21.6,2,2,No
34,Female,4,Doctors,Specialist,Rotating,4.3,4.2,1,3,4,3,20315.09,126.97,Yes,2.8,1,2,No
28,Male,3,Nursing,Nurse Practitioner,Day,0.8,0.6,4,1,1,3,9824.48,61.4,No,24.6,3,2,Yes
57,Female,4,Admin,HR Specialist,Day,1.5,1.3,4,3,3,2,5231.16,32.69,No,9.5,2,2,No
30,Female,3,Nursing,Clinical Nurse,Night,3.1,1.5,2,2,3,1,5455.41,34.1,No,10.8,4,3,Yes
53,Male,4,Nursing,Clinical Nurse,Day,0.6,0.3,2,2,3,2,4410.88,27.57,No,24.6,3,3,Yes
32,Male,3,Support,Security,Rotating,25.3,10.8,4,4,1,3,5000.79,31.25,No,7.5,3,3,Yes
29,Female,2,Support,Maintenance,Day,0.9,0.6,1,2,4,3,2906.63,18.17,No,5.8,3,5,Yes
54,Male,4,Doctors,Resident,Day,7.6,4.9,3,2,2,3,8966.26,56.04,Yes,10.0,2,3,Yes
44,Female,3,Support,Janitor,Night,8.9,4.0,4,4,1,3,2626.18,16.41,No,8.1,4,3,Yes
46,Female,5,Doctors,Doctor,Night,26.0,20.0,3,1,2,3,18040.53,112.75,No,1.0,3,3,No
29,Female,2,Nursing,Nurse,Day,2.8,1.1,1,3,1,3,5266.29,32.91,No,2.0,1,0,Yes
43,Female,5,Support,Maintenance,Night,10.4,3.6,2,3,2,1,3522.3,22.01,No,1.0,3,4,No
25,Female,5,Nursing,Clinical Nurse,Day,15.8,9.0,4,2,2,3,6824.43,42.65,No,1.1,4,2,Yes
61,Male,2,Doctors,Specialist,Rotating,0.9,0.6,1,4,2,2,19667.51,122.92,No,13.1,2,2,No
24,Female,4,Nursing,Nurse,Day,3.3,1.7,2,4,3,3,5052.81,31.58,No,1.0,4,2,Yes
50,Female,3,Admin,HR Specialist,Rotating,0.3,0.1,3,2,4,4,6314.64,39.47,No,3.6,4,3,Yes
62,Male,5,Doctors,Resident,Night,4.8,2.6,4,2,2,3,5407.13,33.79,No,6.0,4,2,Yes
50,Male,3,Admin,Admin Staff,Day,4.4,1.8,2,3,2,2,3271.78,20.45,Yes,27.8,2,2,Yes
55,Female,4,Nursing,Nurse Practitioner,Day,1.1,0.7,2,3,3,2,9759.77,61.0,No,4.0,3,0,Yes
55,Male,3,Nursing,Nurse,Night,8.0,7.5,3,3,3,1,4511.6,28.2,No,15.3,3,4,Yes
49,Female,2,Nursing,Nurse Practitioner,Day,0.2,0.1,2,2,2,3,8795.35,54.97,Yes,5.3,2,0,Yes
34,Female,2,Support,Food Service,Day,8.2,6.4,2,1,4,3,3334.47,20.84,No,1.0,4,0,No
36,Male,3,Technical,Medical Tech,Day,0.1,0.1,4,4,4,2,4829.2,30.18,No,1.0,2,3,Yes
44,Female,4,Admin,Receptionist,Night,5.3,2.9,1,2,3,4,3751.27,23.45,No,5.7,3,1,Yes
65,Male,3,Nursing,Nurse Practitioner,Night,0.4,0.2,1,3,1,2,8800.12,55.0,No,1.0,4,2,Yes
47,Male,3,Technical,Radiology Tech,Day,1.4,1.4,2,4,2,3,7164.36,44.78,Yes,8.5,2,3,Yes
25,Female,2,Nursing,Nurse Practitioner,Night,6.4,3.8,3,2,3,3,7854.5,49.09,No,6.8,3,3,Yes
47,Male,3,Nursing,Head Nurse,Rotating,1.6,1.3,3,3,2,3,7714.53,48.22,No,12.1,4,3,No
61,Female,1,Admin,HR Specialist,Day,3.6,2.6,3,1,2,4,5203.26,32.52,No,2.1,3,3,Yes
30,Female,4,Support,Janitor,Rotating,12.3,4.9,3,4,2,1,3612.0,22.58,No,9.0,4,1,Yes
26,Female,5,Nursing,Nurse,Night,0.3,0.2,3,1,2,1,3939.72,24.62,Yes,1.9,2,3,Yes
53,Male,3,Nursing,Clinical Nurse,Rotating,8.3,4.5,3,2,1,3,6001.04,37.51,Yes,12.8,3,0,Yes
41,Male,1,Admin,Office Manager,Day,0.3,0.1,2,3,4,2,4938.09,30.86,Yes,3.7,3,0,Yes
32,Female,2,Nursing,Clinical Nurse,Rotating,0.7,0.3,2,3,4,4,4906.75,30.67,Yes,9.5,3,3,No
36,Female,3,Doctors,Specialist,Night,0.6,0.3,3,1,3,2,17587.89,109.92,No,21.4,3,1,Yes
53,Female,3,Admin,Admin Staff,Night,25.7,9.4,1,2,2,2,4855.28,30.35,No,6.7,3,3,Yes
49,Female,4,Admin,Receptionist,Night,1.0,0.7,2,2,2,3,3495.42,21.85,No,2.1,3,1,No
43,Male,2,Nursing,Nurse,Day,11.4,6.2,2,2,3,2,5786.7,36.17,No,21.7,2,2,Yes
62,Male,4,Nursing,Nurse Practitioner,Rotating,23.5,17.4,3,3,3,2,9329.27,58.31,Yes,4.4,4,3,Yes
38,Female,3,Technical,Medical Tech,Night,2.4,0.7,3,1,3,4,4998.92,31.24,No,13.1,4,1,No
47,Male,2,Support,Janitor,Day,5.0,4.9,3,3,1,1,3394.26,21.21,Yes,3.9,3,1,Yes
65,Male,3,Nursing,Nurse,Day,7.6,3.2,2,4,3,3,6705.62,41.91,No,3.5,3,1,Yes
28,Female,2,Nursing,Head Nurse,Day,2.5,1.9,4,4,4,2,6718.07,41.99,No,10.3,4,1,No
63,Male,3,Nursing,Nurse,Night,0.9,0.7,2,3,1,2,3789.19,23.68,Yes,1.7,3,2,No
47,Male,4,Doctors,Doctor,Night,2.8,1.2,3,2,2,2,10971.55,68.57,No,20.2,3,2,Yes
46,Male,3,Technical,Pharmacy Tech,Night,7.4,2.8,1,2,3,1,6167.47,38.55,No,4.9,4,2,No
31,Female,4,Admin,Office Manager,Day,7.6,3.1,2,4,3,1,7144.85,44.66,No,1.0,3,1,Yes
40,Female,3,Doctors,Surgeon,Night,1.3,0.6,4,4,1,4,17409.7,108.81,No,3.6,2,2,Yes
32,Female,2,Technical,Pharmacy Tech,Night,1.0,0.4,2,2,4,3,4566.59,28.54,Yes,15.4,2,6,No
34,Female,3,Support,Janitor,Day,12.7,9.8,2,4,1,4,3777.3,23.61,No,19.6,4,3,No
29,Male,3,Nursing,Nurse Practitioner,Day,0.2,0.1,3,4,4,1,7583.13,47.39,No,8.4,3,4,No
61,Female,3,Nursing,Clinical Nurse,Day,6.6,4.5,1,4,1,1,6670.98,41.69,No,3.5,3,3,Yes
25,Male,2,Nursing,Head Nurse,Rotating,0.2,0.1,3,3,1,3,6188.7,38.68,Yes,7.5,1,3,No
52,Male,3,Technical,Pharmacy Tech,Night,9.1,8.2,2,4,4,3,6182.6,38.64,No,18.1,3,0,Yes
49,Female,1,Technical,Lab Technician,Rotating,11.8,4.9,2,4,4,2,5107.41,31.92,Yes,3.8,3,0,No
32,Female,1,Doctors,Specialist,Day,1.8,1.0,3,1,4,2,16658.13,104.11,No,4.9,2,5,Yes
64,Male,3,Nursing,Nurse,Rotating,0.4,0.1,3,4,1,2,4985.15,31.16,No,7.8,4,2,Yes
22,Male,2,Nursing,Head Nurse,Night,3.3,1.3,2,2,3,2,7101.05,44.38,No,21.8,4,3,Yes
59,Female,5,Nursing,Head Nurse,Night,1.8,1.4,3,2,1,4,6952.97,43.46,No,8.7,4,2,Yes
45,Male,3,Doctors,Specialist,Day,2.7,2.1,3,3,1,2,14748.15,92.18,Yes,2.3,1,1,No
52,Male,4,Nursing,Head Nurse,Night,5.5,4.2,3,3,1,2,9322.75,58.27,Yes,1.0,3,4,Yes
62,Male,3,Nursing,Clinical Nurse,Rotating,1.2,0.8,1,4,1,3,6412.07,40.08,Yes,1.0,3,3,No
47,Male,4,Technical,Pharmacy Tech,Day,2.2,2.1,2,2,4,1,4997.96,31.24,No,30.0,3,4,No
26,Female,2,Nursing,Nurse,Day,7.6,5.0,2,2,1,4,4239.11,26.49,No,17.3,4,1,No
41,Male,5,Admin,Receptionist,Night,5.2,3.2,1,1,3,4,2926.44,18.29,Yes,14.5,3,2,Yes
62,Male,3,Nursing,Nurse,Rotating,2.0,0.9,1,2,3,1,5739.41,35.87,Yes,6.9,4,1,No
32,Female,4,Technical,Radiology Tech,Night,5.5,2.0,1,3,1,3,7719.42,48.25,No,11.2,3,2,No
54,Female,3,Doctors,Doctor,Day,7.2,5.0,4,2,4,3,12099.55,75.62,Yes,1.4,3,4,Yes
59,Male,2,Support,Janitor,Day,4.5,2.3,3,2,2,1,3180.1,19.88,Yes,9.7,2,4,No
48,Male,3,Admin,Admin Staff,Day,1.4,0.9,2,2,4,3,3996.8,24.98,Yes,16.6,3,4,Yes
55,Male,1,Support,Janitor,Rotating,0.0,0.0,3,3,4,3,2379.29,14.87,Yes,1.0,3,2,Yes
36,Female,3,Support,Maintenance,Rotating,8.1,7.2,3,1,4,3,3550.06,22.19,Yes,3.5,3,2,Yes
53,Female,2,Doctors,Doctor,Night,8.6,8.6,2,3,3,4,16026.79,100.17,No,1.2,3,1,No
42,Female,3,Support,Food Service,Day,6.0,3.1,2,2,2,2,2666.68,16.67,No,3.0,3,2,Yes
26,Female,5,Nursing,Clinical Nurse,Rotating,0.4,0.4,1,1,1,3,4508.24,28.18,No,14.8,3,1,Yes
27,Female,3,Admin,Admin Staff,Night,4.4,4.0,3,4,3,3,3109.84,19.44,No,4.0,2,0,Yes
59,Female,4,Nursing,Nurse,Rotating,8.6,8.6,2,3,2,2,6598.58,41.24,No,11.7,4,2,Yes
43,Female,3,Doctors,Doctor,Night,2.5,1.3,2,3,4,4,13687.4,85.55,Yes,14.8,3,4,No
39,Male,3,Technical,Medical Tech,Rotating,1.1,0.9,2,3,3,2,5208.67,32.55,Yes,17.0,3,1,No
35,Female,5,Technical,Lab Technician,Rotating,4.4,2.0,3,3,2,3,5021.07,31.38,Yes,20.7,3,2,No
31,Male,4,Nursing,Nurse,Day,8.8,6.5,3,3,1,4,6843.22,42.77,No,9.1,3,0,Yes
34,Male,4,Admin,Admin Staff,Rotating,0.3,0.2,2,3,2,3,3116.95,19.48,Yes,3.3,4,1,Yes
52,Female,2,Nursing,Head Nurse,Day,4.5,3.7,1,3,3,1,6144.43,38.4,No,1.6,4,1,Yes
51,Male,3,Doctors,Specialist,Rotating,5.2,2.3,3,2,1,2,15675.38,97.97,No,7.0,3,1,No
24,Female,2,Nursing,Nurse,Rotating,4.6,4.1,4,2,3,2,6153.44,38.46,No,1.1,3,4,Yes
51,Female,3,Support,Food Service,Day,5.2,3.1,3,4,3,3,3111.71,19.45,No,24.2,2,0,No
27,Male,3,Nursing,Head Nurse,Night,5.0,2.3,4,4,1,2,8555.18,53.47,No,5.8,3,2,No
50,Female,4,Nursing,Head Nurse,Night,0.7,0.5,1,2,3,3,5941.39,37.13,No,20.6,3,1,Yes
29,Male,4,Technical,Lab Technician,Rotating,1.3,1.2,2,1,3,2,4299.34,26.87,Yes,12.4,4,4,No
65,Male,3,Admin,Receptionist,Rotating,4.8,4.7,3,2,2,1,2841.24,17.76,No,19.5,3,1,Yes
64,Female,1,Nursing,Clinical Nurse,Night,0.1,0.1,2,3,4,2,5041.23,31.51,Yes,21.5,3,2,Yes
65,Female,4,Admin,Admin Staff,Rotating,5.0,1.5,1,1,1,3,3587.23,22.42,No,1.0,3,0,Yes
54,Female,2,Nursing,Clinical Nurse,Day,5.5,2.2,2,3,2,4,5961.87,37.26,No,12.9,4,1,No
38,Male,3,Support,Security,Day,1.4,0.5,2,4,4,1,3912.76,24.45,Yes,2.6,4,3,No
32,Female,1,Doctors,Surgeon,Day,4.6,1.7,2,4,2,2,24927.99,155.8,No,45.4,2,2,Yes
34,Male,3,Nursing,Nurse Practitioner,Night,3.8,2.2,4,1,2,4,7603.96,47.52,No,15.1,3,3,Yes
32,Female,5,Doctors,Resident,Day,1.5,0.8,2,4,3,2,7241.71,45.26,No,1.0,3,1,Yes
52,Male,2,Nursing,Clinical Nurse,Night,3.1,1.2,1,3,3,4,6600.31,41.25,Yes,26.2,4,3,Yes
49,Female,3,Technical,Lab Technician,Day,12.0,11.0,1,1,1,3,4278.94,26.74,No,3.5,3,1,Yes
65,Male,2,Support,Food Service,Rotating,2.8,2.0,4,2,2,1,3230.51,20.19,Yes,5.4,4,6,No
27,Male,5,Technical,Pharmacy Tech,Day,5.0,4.3,3,3,2,3,5471.25,34.2,Yes,9.5,2,1,No
62,Female,4,Nursing,Clinical Nurse,Night,0.2,0.1,1,4,3,4,4697.81,29.36,No,24.8,4,1,No
37,Female,2,Nursing,Head Nurse,Night,0.4,0.2,2,1,3,4,5315.88,33.22,Yes,26.2,2,3,No
25,Female,1,Nursing,Nurse Practitioner,Rotating,0.4,0.2,3,1,3,3,7021.68,43.89,No,8.3,3,1,Yes
56,Female,3,Doctors,Surgeon,Night,7.5,4.6,2,2,3,3,22624.12,141.4,Yes,3.8,1,3,No
47,Female,2,Admin,Admin Staff,Rotating,2.2,1.6,4,4,2,2,3279.33,20.5,No,3.3,2,1,Yes
33,Female,3,Admin,Receptionist,Rotating,1.3,0.8,3,4,2,2,2904.13,18.15,No,4.5,4,3,No
32,Male,1,Support,Food Service,Night,6.9,6.1,1,2,2,2,3675.58,22.97,No,2.0,2,3,No
58,Female,2,Nursing,Nurse,Day,0.9,0.9,4,2,2,4,4579.97,28.62,No,11.1,2,2,No
46,Male,3,Nursing,Nurse Practitioner,Rotating,1.4,0.9,2,4,3,2,6422.1,40.14,Yes,7.5,4,2,Yes
39,Female,2,Nursing,Clinical Nurse,Night,2.8,1.3,2,3,3,2,5279.67,33.0,Yes,14.8,4,1,Yes
40,Female,4,Nursing,Clinical Nurse,Day,2.0,1.9,2,4,1,3,6761.11,42.26,No,1.0,3,3,Yes
44,Female,1,Nursing,Nurse,Night,4.4,3.6,3,4,4,3,4556.03,28.48,No,5.1,2,0,Yes
59,Female,2,Admin,HR Specialist,Rotating,2.1,1.5,1,2,2,1,4855.38,30.35,No,2.7,4,3,Yes
39,Female,5,Nursing,Head Nurse,Rotating,2.5,2.1,2,3,1,2,6039.25,37.75,No,7.7,3,2,Yes
47,Female,3,Nursing,Nurse Practitioner,Rotating,9.9,3.5,1,1,1,3,8413.21,52.58,No,6.3,3,4,Yes
27,Male,4,Technical,Radiology Tech,Day,10.8,3.7,4,4,3,4,7271.63,45.45,No,6.0,3,1,No
25,Female,2,Nursing,Head Nurse,Day,8.8,3.6,2,3,2,3,9800.73,61.25,No,3.8,3,1,Yes
65,Male,3,Doctors,Doctor,Day,10.0,4.0,2,4,4,2,15897.03,99.36,Yes,13.0,3,3,No
50,Female,4,Nursing,Head Nurse,Day,4.2,2.5,3,4,2,3,7082.87,44.27,No,6.6,4,3,Yes
55,Male,2,Admin,HR Specialist,Rotating,5.2,2.1,3,1,4,3,5490.95,34.32,No,2.3,4,3,No
38,Male,4,Support,Security,Day,4.1,3.7,4,1,1,2,2810.45,17.57,Yes,7.9,4,3,Yes
64,Male,3,Nursing,Clinical Nurse,Night,7.7,5.4,2,3,3,1,4623.28,28.9,No,9.1,4,3,Yes
64,Male,3,Admin,Office Manager,Night,4.0,2.2,4,4,4,4,7120.15,44.5,Yes,1.0,4,2,No
37,Female,3,Technical,Lab Technician,Rotating,0.6,0.2,2,4,2,3,4229.54,26.43,No,2.3,3,3,Yes
23,Male,3,Doctors,Specialist,Day,8.3,5.9,1,4,1,2,14280.61,89.25,Yes,2.8,4,2,No
55,Female,2,Nursing,Nurse,Day,7.1,2.7,4,3,2,2,4850.2,30.31,No,2.9,3,2,Yes
29,Male,3,Admin,Receptionist,Day,8.6,7.0,3,2,4,4,3438.81,21.49,No,2.7,3,3,Yes
34,Female,2,Doctors,Specialist,Day,1.1,0.9,3,1,3,3,18252.27,114.08,No,3.2,4,2,No
63,Female,3,Support,Security,Rotating,1.6,1.1,4,2,3,4,3358.18,20.99,No,3.0,2,2,Yes
29,Female,4,Nursing,Head Nurse,Rotating,1.8,0.7,3,3,3,3,8037.49,50.23,No,21.5,4,1,Yes
51,Female,3,Nursing,Nurse,Night,3.5,3.0,1,4,1,1,5382.46,33.64,No,3.9,4,1,Yes
53,Male,5,Nursing,Nurse,Rotating,0.7,0.4,4,2,2,3,3727.37,23.3,Yes,4.3,3,1,Yes
57,Female,2,Nursing,Nurse,Day,2.4,1.1,2,4,1,2,6060.87,37.88,No,3.1,3,0,Yes
51,Male,3,Nursing,Clinical Nurse,Rotating,1.0,0.6,3,2,2,2,4543.14,28.39,No,34.3,1,0,No
22,Female,4,Nursing,Clinical Nurse,Day,1.5,1.5,2,2,4,2,4833.27,30.21,No,7.7,4,0,No
64,Female,3,Nursing,Clinical Nurse,Rotating,6.1,3.1,2,3,3,2,6761.38,42.26,No,9.4,3,0,No
60,Male,3,Nursing,Clinical Nurse,Night,9.6,9.0,3,2,4,4,5338.07,33.36,Yes,13.3,3,0,Yes
38,Female,1,Support,Maintenance,Day,0.1,0.0,2,4,1,3,3008.59,18.8,Yes,4.1,2,0,No
41,Female,3,Nursing,Head Nurse,Day,4.2,1.5,3,2,2,1,8679.74,54.25,No,34.7,4,4,Yes
45,Male,2,Nursing,Nurse Practitioner,Day,0.2,0.1,4,2,4,3,8420.58,52.63,No,1.7,3,0,No
43,Male,5,Nursing,Clinical Nurse,Night,0.4,0.2,2,4,1,3,4797.57,29.98,Yes,6.1,3,1,No
50,Male,2,Support,Janitor,Day,6.1,3.2,3,4,1,4,3147.58,19.67,No,1.6,3,4,Yes
43,Female,4,Technical,Pharmacy Tech,Night,6.7,2.6,3,3,2,4,6150.56,38.44,No,15.6,3,3,Yes
65,Female,3,Technical,Medical Tech,Night,8.4,4.5,3,2,2,1,5618.22,35.11,No,1.1,2,3,Yes
30,Male,2,Nursing,Clinical Nurse,Night,3.2,1.6,3,2,4,4,5778.24,36.11,No,8.1,4,1,No
58,Male,3,Technical,Radiology Tech,Rotating,9.8,8.0,2,1,2,1,8515.07,53.22,No,1.1,4,2,Yes
31,Female,4,Admin,HR Specialist,Day,0.9,0.7,2,1,4,2,6528.43,40.8,No,6.0,3,2,No
57,Female,4,Nursing,Head Nurse,Night,1.4,1.4,2,4,4,1,7051.3,44.07,No,3.3,3,3,Yes
58,Male,2,Doctors,Resident,Rotating,0.7,0.6,2,1,1,2,5161.93,32.26,No,23.4,3,2,Yes
49,Male,2,Technical,Radiology Tech,Night,8.0,6.3,3,3,3,4,7337.4,45.86,No,1.0,4,4,No
49,Female,2,Technical,Medical Tech,Night,1.3,1.0,1,3,2,3,4601.13,28.76,Yes,10.5,4,0,Yes
63,Male,1,Support,Food Service,Night,0.8,0.8,4,4,1,3,3230.97,20.19,No,11.9,3,0,Yes
64,Male,3,Support,Food Service,Day,4.9,2.5,3,1,4,4,2999.09,18.74,No,22.0,4,2,No
42,Female,4,Nursing,Clinical Nurse,Night,0.4,0.2,2,2,2,2,5843.4,36.52,No,21.0,3,2,Yes
45,Female,3,Admin,Admin Staff,Rotating,0.2,0.2,1,2,2,1,3458.63,21.62,No,37.7,3,1,Yes
63,Male,4,Nursing,Clinical Nurse,Day,0.6,0.3,3,2,2,3,6424.68,40.15,No,2.9,3,1,Yes
61,Male,3,Technical,Pharmacy Tech,Rotating,0.0,0.0,3,2,1,4,3907.61,24.42,Yes,3.2,4,1,No
23,Male,3,Nursing,Nurse Practitioner,Day,6.0,4.0,4,3,2,4,7003.54,43.77,Yes,5.1,3,3,No
29,Male,2,Technical,Medical Tech,Night,4.1,2.1,2,1,2,2,6186.97,38.67,No,7.7,3,1,Yes
48,Female,4,Nursing,Clinical Nurse,Rotating,1.2,1.0,1,2,2,4,5121.18,32.01,Yes,4.6,2,0,Yes
43,Male,4,Admin,Office Manager,Rotating,1.3,0.7,4,2,4,4,5831.02,36.44,No,13.5,2,2,No
58,Female,3,Nursing,Nurse Practitioner,Rotating,8.3,8.1,2,4,2,1,11084.67,69.28,No,1.0,3,4,Yes
48,Female,1,Nursing,Nurse,Rotating,3.5,3.4,3,3,1,3,5270.65,32.94,No,1.0,2,0,No
50,Male,2,Support,Maintenance,Day,6.0,4.6,1,4,1,2,3796.77,23.73,Yes,12.6,2,0,Yes
24,Male,1,Nursing,Nurse Practitioner,Night,3.0,1.1,3,2,3,3,6439.11,40.24,Yes,21.5,4,4,Yes
65,Female,3,Admin,Office Manager,Day,1.4,0.7,1,4,3,4,6413.4,40.08,No,15.0,4,3,Yes
34,Female,4,Nursing,Nurse Practitioner,Day,17.6,11.6,3,2,4,4,10081.01,63.01,No,1.2,3,0,Yes
31,Female,2,Admin,Office Manager,Day,4.2,3.7,3,1,3,3,6138.04,38.36,No,27.3,4,1,No
57,Male,4,Nursing,Nurse Practitioner,Night,0.7,0.3,4,3,1,4,9156.96,57.23,No,7.4,4,3,No
30,Female,3,Nursing,Clinical Nurse,Night,2.6,1.0,1,3,1,2,5586.12,34.91,No,13.6,3,3,Yes
48,Female,3,Technical,Radiology Tech,Rotating,2.0,0.7,2,4,3,2,7398.09,46.24,No,2.2,3,0,No
55,Female,5,Admin,Office Manager,Night,1.2,0.8,1,3,3,2,6750.02,42.19,Yes,8.0,2,1,No
22,Male,1,Nursing,Nurse Practitioner,Day,13.5,12.5,4,1,1,4,11098.34,69.36,No,4.0,2,3,Yes
53,Female,5,Doctors,Resident,Night,10.6,3.5,3,2,3,4,7963.29,49.77,Yes,36.8,4,1,Yes
46,Female,2,Nursing,Nurse,Day,1.1,0.5,3,2,4,3,4628.45,28.93,Yes,6.4,3,2,No
50,Male,3,Nursing,Clinical Nurse,Night,2.2,1.7,1,1,3,4,4311.56,26.95,No,14.1,3,2,Yes
28,Female,4,Admin,Office Manager,Rotating,7.2,6.3,3,3,3,3,5090.37,31.81,Yes,9.2,3,5,No
24,Male,5,Nursing,Clinical Nurse,Night,1.2,1.0,2,3,3,3,4213.16,26.33,No,1.0,3,5,No
41,Male,3,Doctors,Doctor,Rotating,4.5,3.8,2,4,1,3,16727.76,104.55,No,7.8,2,3,Yes
41,Male,3,Admin,Admin Staff,Night,6.0,2.4,3,3,1,4,3770.6,23.57,No,7.8,3,4,No
51,Female,4,Technical,Lab Technician,Night,5.3,3.1,1,3,1,1,5089.52,31.81,No,12.6,4,4,Yes
56,Male,4,Support,Security,Rotating,6.1,6.1,3,1,1,2,3941.19,24.63,No,3.9,4,2,Yes
56,Female,2,Nursing,Nurse,Day,6.1,6.1,4,1,4,2,5485.58,34.28,No,19.7,1,0,No
60,Female,4,Nursing,Head Nurse,Day,16.7,12.1,4,4,2,4,9452.97,59.08,No,9.7,2,0,No
48,Male,3,Nursing,Clinical Nurse,Day,2.1,1.7,3,4,3,4,4958.05,30.99,No,1.0,4,1,Yes
47,Female,3,Nursing,Head Nurse,Day,10.5,10.2,2,2,3,2,9785.23,61.16,Yes,12.3,3,0,Yes
35,Female,3,Technical,Medical Tech,Day,0.1,0.1,3,4,3,4,6059.43,37.87,Yes,23.7,3,4,Yes
38,Female,3,Technical,Radiology Tech,Rotating,1.7,0.7,1,3,3,3,6382.29,39.89,No,11.5,3,1,No
39,Female,5,Admin,Admin Staff,Night,0.2,0.2,1,4,2,3,4333.42,27.08,No,4.8,3,1,Yes
